DeltaT,Amplitude
0.05257772,0.00837259356349404
0.021943979999999995,0.008851995194833262
0.019350060000000016,0.00841149275884121
0.00653949999999999,0.00903054900973389
0.016916400000000012,0.008755644493383917
5.155999999999217e-05,0.009047570738278003
0.11073822,0.00913619801038534
0.02548788000000002,0.008901063572281934
0.06580315999999997,0.008705267423412575
0.20667410000000008,0.009022768297637634
0.09030470000000002,0.009057231246867444
0.0005180000000000184,0.008797453035120481
0.0009921399999999192,0.009082694281408992
0.001936179999999954,0.009002997778889557
0.0013240399999999708,0.008742402629271154
7.140000000005475e-05,0.009155217525806236
0.0002885400000000038,0.008625717845154951
0.0008529600000000137,0.008900762997821372
0.00034000000000000696,0.008456130418449613
2.179999999996074e-05,0.00895756701757613
0.00033327999999999136,0.008714418781725932
0.00043504000000005316,0.008655425323738574
0.0016079799999999533,0.008843845264836227
0.0003060600000001079,0.008791508565381313
0.000384759999999873,0.008480093973621072
9.16000000000805e-05,0.008098463998946275
0.00013462000000008523,0.00856481273643061
0.0005362599999999551,0.009088234768822603
0.0008488199999999724,0.008274478751708888
2.921999999994096e-05,0.008203197151882075
0.0012177800000000572,0.008529672588110212
0.0016240199999999483,0.00851666123998484
6.337999999994626e-05,0.008476136025902754
4.760000000048059e-06,0.008749076188997989
0.00015865999999997715,0.009277878375549534
0.0003549999999999942,0.008613571193460099
0.002398079999999969,0.00868421164252397
0.001609860000000074,0.0092795706276219
0.0005241400000000063,0.009029439478618905
0.0020237799999999195,0.008719225017971316
0.000373980000000107,0.00922636148124277
0.0008380599999999738,0.008804465095273667
0.000221979999999955,0.00829532922645082
0.0015479999999999938,0.00880010996359505
2.9560000000095066e-05,0.008822826150833213
0.0006715599999999045,0.00865512824871118
0.0019067800000001078,0.00915391739801056
0.005992140000000035,0.00953286723869107
0.0010401399999998562,0.008294362297482042
0.0009538600000000841,0.009132781123110778
6.119999999998349e-06,0.009007682915650484
0.00044887999999998485,0.008499063883537133
0.0013430999999999305,0.0088694777183491
0.00036698000000001674,0.008288625479634989
0.0006315000000000071,0.0084437148888036
0.0042096400000000145,0.008658246815297211
0.0035849600000000814,0.008763125715659426
0.00593076,0.009263909656884018
0.0007916399999999997,0.00866281531321382
0.00316636,0.00841082363114625
0.0006313399999999993,0.0088286309755307
0.0033436000000000004,0.008229371292626526
0.008239360000000003,0.00894751532001859
0.018090779999999994,0.008910664816639774
0.008259500000000003,0.00818659749923189
0.0034670199999999943,0.007791610147146502
0.006604480000000003,0.008958075662588015
5.8860000000000856e-05,0.00872443854229928
0.003707059999999998,0.009209520496745232
9.580000000002087e-06,0.00944880759376954
0.010956480000000011,0.008602380660757926
0.006711639999999991,0.00866218444159073
0.004208820000000002,0.009452501061634064
0.0032571200000000022,0.01761158511453216
0.002990699999999999,0.00881067551772441
0.01795684,0.0178663506037939
0.0006756400000000051,0.008484979993794942
0.010079359999999996,0.008964650673515278
0.0016938599999999915,0.00862718127535186
0.002487160000000002,0.009649483759723416
0.0014169400000000054,0.00844519293422767
0.0036490399999999923,0.008664516820915028
0.010257879999999997,0.009507151191667144
0.0014287400000000117,0.008469125382352337
0.008866200000000019,0.008922074700694328
0.0028040199999999627,0.00898930029734564
0.011431260000000026,0.008700234793479356
0.017097940000000006,0.008199082260376023
0.00228691999999997,0.00912564100043606
0.0015493800000000169,0.018104566186561054
0.0005464400000000091,0.010885181183922205
0.0011531999999999931,0.008384554777164002
0.000806100000000004,0.008686445812854188
0.0010317999999999994,0.009236278463164512
0.002733279999999977,0.008466873729872555
0.0052299000000000095,0.008561774170973181
0.005177979999999999,0.009360361958256026
0.001326860000000013,0.00885181100052405
0.004451839999999985,0.008700612930999874
0.0004820800000000236,0.00870279055463735
0.0044428400000000035,0.008504112990455276
0.006546299999999977,0.008304243576888217
0.0018634400000000217,0.008444237350923133
0.001834499999999989,0.009049311612271856
0.00025907999999999487,0.008865798150792855
0.0002510000000000012,0.008671751476571647
0.004538040000000021,0.008485365960397711
0.002688219999999991,0.01760295690168564
0.018973700000000003,0.008646874023432161
0.00017741999999999758,0.008302190541700437
0.0025653399999999993,0.008936337705380146
0.01344594,0.008910159226315516
0.00864152,0.008702805243521822
0.016935079999999998,0.00880124791920782
2.7479999999996396e-05,0.008830380116272886
0.00141202,0.008649859877834315
0.0021822600000000053,0.008798576162219908
0.0035843600000000087,0.008661243614238336
0.010123339999999995,0.008244153210822027
0.005632319999999996,0.017331503023734762
0.001809519999999995,0.008580430942890935
0.00018414000000001318,0.008144290685747733
5.0540000000001695e-05,0.011822415492595124
