DeltaT,Amplitude
0.77909594,0.008137650904039532
1.7000539200000002,0.008938864458981644
0.44537999999999967,0.008840788653468552
0.7966899400000003,0.008148407215803776
1.4738900599999996,0.008581091810298022
2.90844026,0.03429600319932851
1.9496497800000014,0.008400756821014809
2.396600239999998,0.00811778456229874
1.1800997399999993,0.008314418584020792
0.19769998000000122,0.007680536758418619
0.3778002399999991,0.01739928023970332
0.14569978000000106,0.00917822788037976
0.35559999999999903,0.008343519097161455
0.7466000400000024,0.008557264017021613
0.8798999200000015,0.008533164109113449
0.5034000399999989,0.008538137946836704
0.9897998799999996,0.008221901555964542
1.226800260000001,0.008470855108259246
0.13849996000000075,0.008203918653044966
0.6118001999999976,0.02930528617163806
1.083299860000004,0.008111425891162117
1.4089999399999975,0.008147707418838149
0.990999979999998,0.008979559834197688
0.6094999600000008,0.008140605624736312
0.08150013999999928,0.007872545692878792
0.14949976000000476,0.008127500081868905
0.4721001199999968,0.008386263091354325
0.7459998400000032,0.008096631989405061
0.4965003399999972,0.03518582441046773
0.05429986000000042,0.00820473020311599
0.14050003999999916,0.00790197789995222
0.1084998800000001,0.008588084361481221
2.3202999999999996,0.008759496949833682
0.09610005999999771,0.008507361536948926
0.14170006000000157,0.008382343029027668
1.2349999800000013,0.008676332885577625
0.5125999400000012,0.008225920828452601
0.6108001599999966,0.01738788498012295
1.0319997799999996,0.008925461007021034
0.4686001000000033,0.008551416494806464
0.770899919999998,0.008138849894431961
3.3878000999999998,0.008544089706911106
0.8777000800000039,0.02611373090621055
0.020999820000000113,0.008641821654938979
0.004500079999999684,0.008589248524759053
0.09620001999999772,0.008768573168510778
0.020899960000001272,0.008788580408259673
0.05679604,0.008976671550607919
0.06558602000000001,0.008864614542619696
0.10106702000000001,0.008454618551968817
0.03327607999999996,0.008957172141207144
0.031843920000000026,0.008856063540018666
0.17747587999999997,0.008407167178240065
0.08096706000000015,0.008415077004647395
0.26924097999999996,0.009457440531665652
0.008175060000000012,0.008407754316333489
0.2997319999999999,0.00854815878024312
0.05881995999999989,0.008182639842427564
0.05315016000000017,0.008415176863371794
0.10655992000000003,0.008498813070648974
1.4900498799999997,0.008379438892208628
0.19764008000000022,0.008194682480103337
0.0031500599999998435,0.008339629340257016
0.06341996000000005,0.008071289496686578
0.14069007999999972,0.007693518460144164
0.06983004000000026,0.017790061616316636
0.9568498599999993,0.008585514588881118
0.517400040000001,0.009007969735344111
0.3452500599999997,0.008802393757748944
0.7032499199999993,0.008749409132139719
1.5374301600000013,0.03477322321604945
0.8351297800000008,0.008232809078217242
0.7333900399999997,0.00872344896800342
5.107530019999999,0.008887869150469893
1.2056999400000006,0.005328009895412037
4.9039999998612416e-05,0.005940043348594039
0.0002506200000009784,0.00621402179831496
1.4760000000890727e-05,0.005117191429971286
2.302000000042881e-05,0.006910261290703662
5.079999999324514e-06,0.00500069221308002
3.887999999996339e-05,0.00523398621554439
0.0003709199999999413,0.005313568222832252
0.6694477800000005,0.009126062209605868
0.32099980000000095,0.00849194267129325
1.8876000799999986,0.008547559095138539
0.05150018000000145,0.0061204621944751045
7.4599999990709875e-06,0.005558868098980284
2.208000000081256e-05,0.006814834442634208
4.440000001437738e-06,0.005194000394089911
0.0004653999999959524,0.005371806124823902
3.6000000029901003e-06,0.005166333204880923
1.9759999997148725e-05,0.006535638844858698
1.0780000000210066e-05,0.00694041342491845
1.0720000002351071e-05,0.007255476142707836
2.3920000000288155e-05,0.006518115456320869
1.9899999998074236e-05,0.007166277549057125
0.1756122799999993,0.013118681248681083
2.782899460000003,0.008642597657622804
0.3570001999999981,0.017093500584395117
0.3839997799999999,0.008268494039792323
1.348400060000003,0.008235043257325169
0.40749993999999745,0.00828903442301499
0.4535281,0.044385426201658904
0.37154484,0.00887015864976347
